hs12629 ENSG00000138083
hs7843 ENSG00000008441
hs7844 ENSG00000177508
hs7845 ENSG00000115866
hs7846 ENSG00000162944
hs7847 ENSG00000176692
hs10618 ENSG00000162851
hs10619 ENSG00000139572
hs10616 ENSG00000130347
hs10617 ENSG00000162039
hs10614 ENSG00000146457
hs10615 NP_037473.2 ENSG00000138430 BAB55174.1
hs10612 ENSG00000198652 ENSG00000110244
hs10613 ENSG00000165046
hs10610 ENSG00000184402
hs10611 ENSG00000148942
hs6469 ENSG00000161877
hs6468 ENSG00000196510
hs15064 ENSG00000100804
hs15065 ENSG00000100302
hs15062 ENSG00000196753
hs15063 ENSG00000130489
hs15060 ENSG00000076053
hs15061 ENSG00000188069
hs6461 ENSG00000093009
hs6460 ENSG00000159147
hs6463 ENSG00000079739
hs6462 AAH06501.2
hs6465 ENSG00000132792
hs6464 ENSG00000131844
hs6467 ENSG00000143258
hs6466 ENSG00000138286
hs7592 ENSG00000006453
hs7593 ENSG00000146054
hs7590 ENSG00000169621
hs7591 ENSG00000093072
hs7596 ENSG00000019485
hs7597 ENSG00000143105
hs7594 ENSG00000147416
hs7595 ENSG00000106304
hs7598 ENSG00000170500
hs7599 NP_001173.1 ENSG00000164904
hs15390 ENSG00000169849
hs15391 ENSG00000189290
hs15392 ENSG00000134504
hs15393 ENSG00000184814
hs15394 ENSG00000110195
hs15395 ENSG00000160233
hs15396 DIP:977N
hs15397 ENSG00000187963
hs15398 ENSG00000130600
hs15399 ENSG00000115041
hs7336 ENSG00000132640
hs7337 ENSG00000119487
hs7334 ENSG00000164430
hs7335 AAH07424.1 ENSG00000136875
hs7332 ENSG00000169064
hs7333 ENSG00000168234
hs7330 ENSG00000141012
hs7331 ENSG00000131561
hs7338 ENSG00000155545
hs7339 ENSG00000166819
hs3659 ENSG00000163161 DIP:83N
hs3658 ENSG00000108375
hs3651 ENSG00000008128
hs3650 DIP:117N ENSG00000174791
hs3653 ENSG00000163669
hs3652 ENSG00000165732
hs3655 ENSG00000088325
hs3654 ENSG00000196247
hs3657 ENSG00000138035
hs3656 ENSG00000165186
hs15934 ENSG00000157315
hs15935 ENSG00000184674
hs15936 ENSG00000176980
hs15937 ENSG00000130349 NP_057571.1
hs15930 DIP:692N
hs15931 DIP:1108N ENSG00000160201
hs15932 ENSG00000125735 DIP:3016N
hs15933 ENSG00000109610
hs1659 ENSG00000154415
hs1658 ENSG00000055483
hs15938 ENSG00000149932
hs15939 ENSG00000139714
hs4029 ENSG00000072133 NP_055311.1
hs4028 ENSG00000108094
hs4023 ENSG00000174194
hs4022 ENSG00000002079
hs4021 ENSG00000171365
hs4020 ENSG00000112818
hs4027 ENSG00000173801
hs4026 ENSG00000101986
hs4025 ENSG00000103310
hs4024 DIP:27526N ENSG00000107566
hs4689 ENSG00000197050
hs4688 ENSG00000136155
hs4687 ENSG00000068354
hs4686 ENSG00000185294
hs4685 ENSG00000182326
hs4684 ENSG00000151466
hs4683 ENSG00000198842
hs4682 ENSG00000115761
hs4681 ENSG00000100077
hs4680 ENSG00000140527
hs5378 ENSG00000147402
hs5379 ENSG00000198642
hs13578 ENSG00000172459
hs13579 ENSG00000187612
hs5370 ENSG00000115339
hs5371 ENSG00000099960
hs5372 ENSG00000178773
hs5373 ENSG00000073050
hs5374 ENSG00000073150
hs5375 ENSG00000005801
hs13570 ENSG00000187872
hs5377 ENSG00000167491
hs2689 ENSG00000164418
hs2688 ENSG00000119844
hs2681 ENSG00000112584
hs2680 ENSG00000197157
hs2683 ENSG00000174938
hs2682 ENSG00000095203
hs2685 ENSG00000085382
hs2684 ENSG00000148848
hs2687 ENSG00000066739
hs2686 ENSG00000004487
hs4979 ENSG00000147606
hs4978 ENSG00000102034
hs4971 ENSG00000160789
hs4970 ENSG00000117593
hs4973 ENSG00000130701
hs4972 ENSG00000076864
hs4975 ENSG00000172650
hs4974 ENSG00000108839
hs4977 ENSG00000163362
hs4976 ENSG00000072609
hs5082 ENSG00000146192
hs5083 ENSG00000185621
hs5080 ENSG00000103056
hs5081 ENSG00000150907
hs5086 ENSG00000182261
hs5087 ENSG00000171385
hs5084 ENSG00000017797
hs5085 ENSG00000166648
hs5088 ENSG00000122224
hs5089 ENSG00000003096
hs7329 ENSG00000197822
hs2533 ENSG00000099290
hs6851 ENSG00000153012
hs6852 NP_291027.2
hs2530 ENSG00000163486
hs6854 ENSG00000163468
hs2536 ENSG00000131196
hs6856 ENSG00000149231
hs6857 ENSG00000149380
hs6858 ENSG00000140092
hs6859 ENSG00000119403
hs2539 ENSG00000173662
hs2538 ENSG00000182872 NP_005667.2
hs12251 ENSG00000179818
hs17984 ENSG00000198254
hs17640 ENSG00000174099
hs17641 ENSG00000179674
hs17642 ENSG00000138942
hs17643 ENSG00000128340
hs17644 NP_000652.2 ENSG00000185078 ENSG00000163682 ENSG00000169653 P32969
hs17645 ENSG00000132361
hs17646 ENSG00000197885
hs17647 ENSG00000198787
hs17648 ENSG00000178137
hs17649 ENSG00000173699
hs19558 ENSG00000198123 ENSG00000198237 ENSG00000196302 Q15486 ENSG00000198605
hs19559 ENSG00000006717
hs19552 ENSG00000176956 NP_002338.1
hs19553 ENSG00000177512
hs19550 ENSG00000146386
hs19551 ENSG00000143547
hs19556 ENSG00000117540
hs19557 ENSG00000186950
hs19554 ENSG00000185689
hs19555 ENSG00000183564
hs3563 ENSG00000157510
hs3562 ENSG00000166024
hs3561 ENSG00000137941
hs3560 ENSG00000166704
hs11383 ENSG00000174599
hs3566 ENSG00000197923
hs19468 ENSG00000162817
hs3565 ENSG00000118156
hs3564 ENSG00000034063
hs3578 ENSG00000151690
hs888 ENSG00000136367
hs889 ENSG00000145246
hs884 ENSG00000088812
hs885 ENSG00000151458
hs886 ENSG00000160323
hs887 ENSG00000130779
hs880 ENSG00000090924
hs881 ENSG00000047188
hs882 ENSG00000149308
hs883 ENSG00000188039
hs14542 ENSG00000145721
hs11729 ENSG00000182490
hs11728 ENSG00000138271
hs16119 ENSG00000184840
hs19315 ENSG00000189378
hs11725 ENSG00000126249
hs16116 NP_076422.1 ENSG00000103254
hs11727 ENSG00000140623
hs11726 ENSG00000143140
hs11721 Q96RU7 ENSG00000101255
hs11720 ENSG00000104381
hs11723 ENSG00000109062
hs11722 ENSG00000171916 ENSG00000170298
hs14541 ENSG00000196722
hs10458 ENSG00000089116
hs10459 ENSG00000181315 ENSG00000188801
hs10454 ENSG00000111846
hs10455 ENSG00000198728
hs10456 ENSG00000188203
hs10457 ENSG00000167785
hs10450 ENSG00000183682 ENSG00000116985
hs10451 ENSG00000187664
hs10452 ENSG00000054277
hs10453 ENSG00000164270
hs18609 ENSG00000124614 NP_001005.1
hs18608 ENSG00000101386
hs20378 ENSG00000198538
hs20379 ENSG00000180822
hs19312 ENSG00000182195
hs20372 ENSG00000181377
hs20373 ENSG00000188426
hs20370 ENSG00000196559
hs18602 ENSG00000163412
hs18605 ENSG00000183971
hs18604 ENSG00000023572
hs18607 ENSG00000183395
hs20375 ENSG00000156170
hs778 ENSG00000005108
hs779 ENSG00000165240
hs772 ENSG00000091262
hs773 ENSG00000142185
hs770 ENSG00000111249
hs771 ENSG00000164715
hs776 ENSG00000186976
hs777 ENSG00000021826
hs774 ENSG00000198480
hs775 ENSG00000164309
hs3575 ENSG00000189229
hs20958 ENSG00000182564
hs20959 ENSG00000109272
hs20956 ENSG00000188242
hs20957 ENSG00000188470
hs20954 ENSG00000155368
hs20955 ENSG00000122043
hs20952 ENSG00000100632 NP_004441.1
hs20953 ENSG00000122597 ENSG00000135289
hs20950 ENSG00000159710
hs20951 ENSG00000184091
hs9268 ENSG00000134595
hs3576 ENSG00000114982
hs21029 ENSG00000188447
hs21028 ENSG00000145965
hs21021 ENSG00000159335
hs21020 ENSG00000184454
hs21023 ENSG00000188999
hs21022 ENSG00000171825
hs21025 ENSG00000197407
hs21024 ENSG00000177640
hs21027 ENSG00000114902
hs21026 ENSG00000182404
hs10186 ENSG00000182288
hs10187 ENSG00000167700
hs10184 ENSG00000156860
hs10185 ENSG00000160193
hs10182 ENSG00000166664
hs10183 ENSG00000107829
hs10180 ENSG00000188818
hs10181 ENSG00000101945
hs10188 ENSG00000102539
hs10189 ENSG00000122971
hs1411 ENSG00000188887
hs1410 ENSG00000100330
hs1413 ENSG00000108018
hs1412 ENSG00000188596
hs1415 ENSG00000064313
hs1414 ENSG00000106346
hs1417 ENSG00000135541
hs1416 ENSG00000184611
hs1419 ENSG00000108389
hs1418 ENSG00000136051
hs9266 ENSG00000136436
hs3570 ENSG00000167861
hs14609 ENSG00000188181
hs14608 ENSG00000173581
hs19239 ENSG00000188716
hs19238 ENSG00000188569
hs19237 ENSG00000167617
hs19236 ENSG00000166441 ENSG00000174224
hs14607 ENSG00000198019
hs19234 ENSG00000170890
hs19233 ENSG00000122679 NP_005847.1
hs19232 ENSG00000169314
hs19231 ENSG00000182322
hs19230 ENSG00000186316
hs16931 ENSG00000090013
hs16930 ENSG00000197247
hs16933 ENSG00000057757 AAF91232.1
hs16932 ENSG00000034239
hs16935 ENSG00000141584
hs16934 ENSG00000186732
hs16937 ENSG00000133878
hs16936 ENSG00000163347 NP_066924.1
hs16939 ENSG00000139579
hs16938 ENSG00000139725
hs13378 DIP:1160N
hs13379 ENSG00000169208
hs18188 ENSG00000163705
hs18189 ENSG00000142856 NP_055103.3
hs18186 DIP:3513N
hs18187 ENSG00000111481
hs13376 ENSG00000198877
hs18185 DIP:3044N ENSG00000104432
hs13370 ENSG00000172362
hs18183 AAH09725.1
hs13372 ENSG00000197172
hs13373 ENSG00000165762
hs9079 ENSG00000154727
hs9078 ENSG00000188465
hs9073 ENSG00000080819
hs9072 ENSG00000164977
hs9071 NP_005251.1 ENSG00000164404
hs9070 ENSG00000164649
hs9077 ENSG00000178758
hs9076 ENSG00000198650
hs9075 ENSG00000183439
hs9074 ENSG00000182053
hs2331 ENSG00000013573
hs2330 ENSG00000089639
hs2333 ENSG00000142731
hs2332 ENSG00000112053
hs17323 ENSG00000126067
hs2334 ENSG00000133422
hs2337 ENSG00000157890
hs2336 DIP:106N DIP:24237N DIP:27536N ENSG00000109320
hs2339 ENSG00000112787
hs2338 ENSG00000198561
hs12139 ENSG00000134438
hs12138 ENSG00000121680
hs17329 ENSG00000177570
hs17328 ENSG00000123595
hs11444 ENSG00000104219
hs11445 ENSG00000164216
hs11446 ENSG00000196515
hs11447 ENSG00000161217
hs11440 ENSG00000151893
hs11441 ENSG00000139793
hs11442 ENSG00000120129
hs11443 ENSG00000180096
hs11448 ENSG00000145192
hs11449 ENSG00000124194
hs2809 ENSG00000162643
hs2808 ENSG00000137766
hs2807 ENSG00000088836
hs2806 ENSG00000072952
hs2805 ENSG00000183579
hs2804 ENSG00000072110
hs2803 ENSG00000196700
hs2802 ENSG00000174885
hs2801 ENSG00000165757
hs2800 AAH39254.1
hs15215 ENSG00000175581
hs15214 ENSG00000188416
hs15217 ENSG00000150175 ENSG00000197704
hs15216 ENSG00000112474
hs15211 ENSG00000165383
hs15210 ENSG00000144579
hs15213 ENSG00000142515
hs15212 ENSG00000164035
hs15219 ENSG00000133742
hs15218 ENSG00000145293 NP_067027.1
hs1756 ENSG00000197890
hs1757 ENSG00000127663
hs1754 ENSG00000169894
hs1755 ENSG00000084093
hs1752 ENSG00000184730
hs1753 ENSG00000165323
hs1750 ENSG00000113594 DIP:5770N
hs1751 ENSG00000168488
hs1758 ENSG00000197724
hs1759 ENSG00000184083
hs14164 ENSG00000178222
hs14165 ENSG00000180730
hs14166 ENSG00000113328
hs14167 ENSG00000187568
hs14160 ENSG00000183122
hs14161 ENSG00000174126
hs14162 ENSG00000198098
hs14163 ENSG00000188633
hs14168 ENSG00000184843
hs14169 ENSG00000185336
hs21447 ENSG00000198921
hs21446 ENSG00000120555
hs21445 ENSG00000071677
hs21444 ENSG00000166619
hs11592 ENSG00000156110
hs21442 ENSG00000186697
hs11590 ENSG00000135097 NP_002433.1
hs21440 ENSG00000186312
hs5129 ENSG00000168575
hs5128 ENSG00000131355
hs5121 ENSG00000179168
hs5120 ENSG00000143079
hs5123 ENSG00000105662
hs5122 ENSG00000125810
hs5125 ENSG00000073921
hs5124 ENSG00000162641
hs5127 ENSG00000147118
hs5126 ENSG00000104972
hs21449 ENSG00000180083
hs21448 ENSG00000179503
hs8063 ENSG00000167619
hs8062 ENSG00000138769
hs8061 ENSG00000185997
hs8060 ENSG00000123612
hs8067 ENSG00000139631
hs8066 ENSG00000113108
hs8065 ENSG00000115380
hs8064 ENSG00000054392
hs8069 ENSG00000181754
hs8068 ENSG00000167264
hs2476 ENSG00000136338
hs2477 ENSG00000101161
hs2474 ENSG00000111912
hs2475 ENSG00000066084
hs2472 ENSG00000145214
hs2473 ENSG00000077254 AAL78314.1
hs2470 ENSG00000102921
hs2471 NP_006775.1 ENSG00000065183
hs2478 ENSG00000186642
hs2479 ENSG00000123243
hs9330 ENSG00000126091
hs9331 ENSG00000106785
hs9332 ENSG00000173200
hs9333 ENSG00000124507 NP_065855.1
hs9334 AAF19084.1
hs9335 AAH36298.1
hs9336 AAH04311.2
hs9337 AAH12332.1
hs9338 DIP:28151N ENSG00000108264
hs9339 ENSG00000163378
hs20558 ENSG00000174407
hs20559 ENSG00000183591
hs20552 ENSG00000186148 ENSG00000184115
hs20553 ENSG00000180964
hs20550 ENSG00000115350
hs20551 ENSG00000172018
hs20556 ENSG00000157017
hs20557 ENSG00000109475
hs20554 ENSG00000139112
hs20555 ENSG00000156755
hs16830 ENSG00000128563
hs16831 ENSG00000156239
hs16832 ENSG00000197022
hs16833 ENSG00000197968
hs16834 ENSG00000108785
hs16835 ENSG00000149516
hs16836 ENSG00000158806
hs16837 ENSG00000183374
hs16838 ENSG00000122859
hs16839 ENSG00000100196
hs22341 ENSG00000197174
hs22340 ENSG00000198481
hs22343 ENSG00000198438
hs22342 ENSG00000196541
hs22345 ENSG00000187938
hs22344 ENSG00000196222
hs22347 ENSG00000126657
hs22346 ENSG00000198617
hs22349 ENSG00000197868
hs22348 ENSG00000198581
hs21609 ENSG00000169906
hs21608 DIP:879N
hs21601 ENSG00000142290
hs21600 ENSG00000189361 ENSG00000188119
hs21603 ENSG00000173046
hs21602 ENSG00000198124
hs21605 ENSG00000178172
hs21604 ENSG00000185079
hs21607 ENSG00000149317
hs21606 ENSG00000182981
hs12333 ENSG00000081721 NP_009171.1
hs12332 ENSG00000008513
hs12331 ENSG00000165388
hs12330 ENSG00000180667
hs12337 ENSG00000074356
hs12336 ENSG00000132002
hs12335 ENSG00000177199
hs12334 ENSG00000108947
hs12339 ENSG00000105251
hs12338 ENSG00000118017
hs11682 ENSG00000104331
hs11683 ENSG00000111186
hs11680 ENSG00000159556
hs11681 ENSG00000198270
hs11686 ENSG00000186834
hs11687 ENSG00000122420
hs11684 ENSG00000115165
hs11685 ENSG00000138813 NP_115525.1
hs11688 ENSG00000107105
hs11689 ENSG00000113749
hs19459 P01922 DIP:27621N ENSG00000188536
hs19458 ENSG00000186235
hs19457 ENSG00000186468
hs19456 ENSG00000136867
hs19455 ENSG00000188935
hs19454 ENSG00000196976
hs19453 ENSG00000184449
hs19452 ENSG00000147666
hs19451 ENSG00000186259
hs19450 ENSG00000198446
hs12489 ENSG00000106049
hs12488 ENSG00000132485
hs12485 ENSG00000171657
hs12484 ENSG00000113719
hs12487 ENSG00000167525
hs12486 ENSG00000135750
hs12481 ENSG00000165806
hs12480 ENSG00000151465
hs12483 ENSG00000188070
hs12482 ENSG00000182064
hs16308 ENSG00000170417
hs16309 ENSG00000168092 NP_002563.1
hs16306 ENSG00000172524
hs16307 ENSG00000175416
hs16304 ENSG00000186459
hs16305 ENSG00000101150
hs16302 NP_077793.1 ENSG00000112308
hs16303 ENSG00000127561
hs16300 ENSG00000166737
hs16301 ENSG00000137691
hs20239 ENSG00000197414 ENSG00000178817 ENSG00000176433 ENSG00000196645
hs20238 ENSG00000173774
hs20237 ENSG00000186773
hs20236 ENSG00000177202
hs20235 ENSG00000124399
hs20234 ENSG00000101443 Q14508
hs20233 DIP:900N ENSG00000197780
hs20232 NP_115865.1
hs20231 NP_005253.2
hs20230 ENSG00000173113
hs10229 ENSG00000185254 ENSG00000102080 ENSG00000182242
hs10228 DIP:238N ENSG00000198176
hs10223 ENSG00000073605
hs10222 ENSG00000052850
hs10221 ENSG00000196581
hs10220 ENSG00000015413
hs10227 ENSG00000186919
hs10226 ENSG00000134046
hs10225 ENSG00000187485
hs10224 ENSG00000136720 ENSG00000187952
hs18418 ENSG00000198590
hs18419 ENSG00000172968 ENSG00000075705
hs18410 ENSG00000181778
hs18411 ENSG00000198849
hs18412 ENSG00000132388
hs18413 ENSG00000185305
hs18414 ENSG00000179958 NP_077001.1
hs18415 ENSG00000146469
hs18416 ENSG00000181709
hs18417 ENSG00000179636
hs7141 DIP:5943N
hs7140 CAE45905.1
hs7143 ENSG00000159374
hs7142 ENSG00000140009 DIP:5966N
hs7145 ENSG00000155744
hs7144 ENSG00000164175
hs7147 ENSG00000169347
hs7146 ENSG00000131051
hs7149 ENSG00000164638
hs7148 ENSG00000198814
hs15769 ENSG00000181250
hs15768 ENSG00000182993
hs15765 ENSG00000196129
hs15764 ENSG00000164237
hs15767 ENSG00000135930
hs15766 ENSG00000116132
hs15761 ENSG00000196153
hs15760 ENSG00000164039
hs15763 ENSG00000105889
hs15762 ENSG00000096006
hs15699 ENSG00000184277
hs21188 ENSG00000162647
hs21189 ENSG00000145592
hs21186 ENSG00000122585
hs21187 ENSG00000164821
hs21184 ENSG00000131096
hs21185 ENSG00000197533
hs21182 ENSG00000196817
hs21183 ENSG00000196754
hs21180 ENSG00000179859
hs21181 ENSG00000184859
hs1594 ENSG00000145794
hs1595 ENSG00000137460
hs1596 ENSG00000103479 DIP:425N
hs1597 DIP:27570N
hs1590 ENSG00000167986 Q16531 DIP:430N
hs1591 ENSG00000086967
hs1592 ENSG00000052841
hs1593 ENSG00000096155
hs1598 ENSG00000099308
hs1599 ENSG00000174197
hs17947 ENSG00000179862
hs17946 ENSG00000166923
hs17945 ENSG00000101883
hs12059 ENSG00000042493
hs17943 ENSG00000048462
hs17942 ENSG00000124767
hs17941 ENSG00000197028
hs17940 ENSG00000103275
hs17949 ENSG00000107943
hs17948 ENSG00000175901
hs7309 ENSG00000085978
hs3689 AAH32674.1
hs7307 ENSG00000106536
hs7306 ENSG00000063761
hs3684 ENSG00000091137
hs7304 ENSG00000147912
hs3682 ENSG00000140320
hs3683 ENSG00000157637
hs14418 ENSG00000167613
hs3680 ENSG00000115808
hs14414 ENSG00000100373
hs14415 ENSG00000180098
hs14416 ENSG00000101558
hs7300 ENSG00000139648
hs14410 ENSG00000197941
hs14411 ENSG00000178605
hs14412 ENSG00000187866
hs14413 ENSG00000080947
hs12816 ENSG00000197906 Q13227
hs12817 ENSG00000171169
hs12814 ENSG00000196115
hs12815 ENSG00000075461
hs12812 ENSG00000019102
hs12813 ENSG00000027847
hs12810 ENSG00000163812
hs12811 ENSG00000196381
hs4641 ENSG00000152457
hs12818 ENSG00000077800
hs12819 ENSG00000125492
hs8261 ENSG00000140987
hs8260 ENSG00000161082
hs8263 ENSG00000159714
hs8262 ENSG00000136480
hs8265 ENSG00000121864
hs8264 ENSG00000132031
hs8267 DIP:443N
hs8266 ENSG00000197639
hs8269 ENSG00000167333
hs8268 ENSG00000167535
hs4646 ENSG00000118564
hs4645 ENSG00000197506
hs4644 ENSG00000196278
hs8885 ENSG00000124233
hs8884 ENSG00000133247
hs8887 ENSG00000138311
hs8886 ENSG00000197344
hs8881 ENSG00000182489
hs8880 ENSG00000112874
hs8883 ENSG00000103042
hs8882 ENSG00000121741
hs8889 ENSG00000186350 NP_002948.1
hs8888 ENSG00000182175 CAB98207.1
hs5451 ENSG00000152454
hs5450 ENSG00000102053
hs5453 ENSG00000198342
hs5452 ENSG00000101997
hs5455 ENSG00000169018
hs5454 ENSG00000136167
hs9138 ENSG00000198771
hs9139 ENSG00000144583
hs5459 NP_060785.2
hs9137 ENSG00000106144
hs9134 ENSG00000139438
hs9135 ENSG00000121064
hs9132 ENSG00000008197
hs9133 ENSG00000151702
hs9130 ENSG00000182054
hs9131 ENSG00000153347
hs2108 ENSG00000144619
hs2109 ENSG00000143799 DIP:38N
hs2106 ENSG00000198836
hs2107 ENSG00000109805
hs2104 ENSG00000095587
hs2105 ENSG00000073350
hs2102 BAA23693.3
hs2103 DIP:180N
hs2100 ENSG00000132561
hs2101 ENSG00000138080
hs3859 ENSG00000078725
hs3858 ENSG00000165091
hs11899 ENSG00000187773
hs11898 ENSG00000178201
hs3853 ENSG00000138669
hs3852 ENSG00000153930
hs3851 ENSG00000152402
hs3850 ENSG00000080854
hs3857 DIP:1057N ENSG00000118513
hs3856 DIP:251N
hs3855 ENSG00000130695
hs3854 ENSG00000116793
hs1680 ENSG00000100014
hs1681 ENSG00000104321
hs1682 ENSG00000175553
hs6379 DIP:296N
hs6378 AAF22007.1
hs1683 ENSG00000172071
hs6371 ENSG00000147596
hs6370 ENSG00000179454
hs6373 NP_060072.1 ENSG00000068308
hs6372 ENSG00000172771
hs6375 ENSG00000163961
hs6374 ENSG00000172985
hs6377 ENSG00000070759
hs6376 ENSG00000187695
hs1686 ENSG00000164506
hs1687 ENSG00000005844
hs7426 ENSG00000120784
hs7427 ENSG00000168418
hs7424 ENSG00000185811
hs7425 ENSG00000185499
hs7422 ENSG00000162365
hs7423 ENSG00000132877
hs7420 ENSG00000166046
hs7421 ENSG00000174827
hs7428 ENSG00000186522
hs7429 ENSG00000186526
hs15404 ENSG00000154611
hs15405 ENSG00000148291 NP_059973.2
hs15406 ENSG00000079150
hs15407 ENSG00000167964
hs15400 ENSG00000165672
hs15401 ENSG00000125895
hs15402 ENSG00000174562
hs15403 ENSG00000169189
hs15408 ENSG00000180628
hs15409 ENSG00000179632 NP_115648.1
hs4199 ENSG00000175928
hs4198 ENSG00000147041
hs4197 ENSG00000099783
hs4196 ENSG00000179951
hs4195 ENSG00000072041
hs4194 ENSG00000082258
hs4193 ENSG00000143476
hs4192 ENSG00000132793
hs4191 ENSG00000151348
hs4190 ENSG00000196526
hs4449 ENSG00000139767
hs4448 ENSG00000058600
hs4441 NP_031398.1
hs4440 ENSG00000129347
hs4443 DIP:1074N DIP:24251N
hs4442 O75069
hs4445 ENSG00000157833
hs4444 ENSG00000019995
hs4447 ENSG00000020922
hs4446 ENSG00000090530
hs8746 ENSG00000181072
hs8747 ENSG00000137770
hs8744 DIP:6135N ENSG00000057593
hs8745 ENSG00000106633
hs8742 BAC87287.1
hs8743 ENSG00000026025 DIP:188N NP_003371.1
hs8740 ENSG00000165862
hs8741 NP_060116.2
hs8748 ENSG00000160051
hs8749 ENSG00000145907
hs5716 ENSG00000168676
hs5717 ENSG00000165730
hs5714 ENSG00000182010
hs5715 NP_055273.1 ENSG00000076321
hs5712 ENSG00000007816
hs5713 ENSG00000196419 NP_001460.1 DIP:24188N
hs5710 ENSG00000153132
hs5711 ENSG00000157227
hs5718 ENSG00000180479
hs5719 ENSG00000174840
hs16654 ENSG00000187600
hs16655 NP_054780.2 ENSG00000187601
hs16656 ENSG00000169213
hs11601 ENSG00000139977
hs11606 NP_112198.1 ENSG00000105982
hs16651 ENSG00000179178
hs16652 ENSG00000105514
hs16653 ENSG00000143119
hs18766 ENSG00000173772
hs18767 ENSG00000165547
hs20580 ENSG00000173237
hs18768 ENSG00000186971
hs18769 ENSG00000143786
hs11337 ENSG00000126895
hs224 ENSG00000188888
hs225 ENSG00000047936
hs226 ENSG00000100731
hs227 ENSG00000148408
hs220 NP_003119.1 ENSG00000115306
hs221 ENSG00000196557
hs222 ENSG00000185010
hs223 ENSG00000047410
hs228 ENSG00000174231
hs229 ENSG00000188994
hs7534 ENSG00000171566
hs7535 ENSG00000196536
hs3095 ENSG00000168813
hs3094 DIP:5940N ENSG00000069702
hs3093 ENSG00000186281
hs3092 ENSG00000186638
hs3091 ENSG00000134627
hs11335 ENSG00000165915
hs3090 ENSG00000140265
hs3917 ENSG00000178188
hs7538 ENSG00000181472
hs7539 ENSG00000178035
hs3099 XP_048092.1
hs3098 ENSG00000146530
hs11333 ENSG00000197702
hs13525 ENSG00000198493
hs11331 ENSG00000188735
hs13524 ENSG00000187887
hs13527 ENSG00000186117
hs13526 ENSG00000176200
hs20582 ENSG00000164326
hs20458 ENSG00000008988
hs20457 ENSG00000175155 ENSG00000100027
hs13521 ENSG00000167645
hs20455 ENSG00000181857
hs20454 ENSG00000166710 DIP:6055N NP_004039.1
hs20453 ENSG00000106178 DIP:5876N
hs20452 ENSG00000117318 DIP:713N
hs20451 AAH09768.1
hs20450 ENSG00000153613
hs13523 ENSG00000136939
hs13522 ENSG00000080511
hs17774 ENSG00000170476
hs17775 ENSG00000163793
hs17776 ENSG00000147667
hs17777 ENSG00000175766
hs17770 ENSG00000131871
hs17771 ENSG00000182297
hs17772 ENSG00000133703
hs17773 ENSG00000168779
hs17778 ENSG00000189058 NP_001638.1
hs17779 ENSG00000167920
hs12698 ENSG00000144048 AAH00346.1
hs12699 ENSG00000080910
hs12694 ENSG00000176563
hs12695 ENSG00000181773
hs12696 ENSG00000124249
hs12697 ENSG00000146857
hs12690 ENSG00000161955
hs12691 ENSG00000183695
hs12692 ENSG00000131435
hs12693 ENSG00000168490 NP_055574.1
hs21418 ENSG00000180483
hs21419 ENSG00000198544
hs21410 ENSG00000197286
hs21411 ENSG00000146205
hs21412 ENSG00000196794
hs21413 ENSG00000189169
hs21414 ENSG00000176244
hs21415 ENSG00000197526
hs21416 ENSG00000198475
hs21417 ENSG00000197889
hs19648 ENSG00000152575
hs19649 ENSG00000183524
hs19646 ENSG00000196951
hs19647 ENSG00000134200
hs19644 ENSG00000186493
hs19645 ENSG00000119440
hs19642 ENSG00000188425
hs19643 ENSG00000180861
hs19640 ENSG00000035141
hs19641 ENSG00000198687
hs6177 ENSG00000147649
hs6176 ENSG00000167077
hs6175 ENSG00000070444
hs6174 ENSG00000166188
hs10928 ENSG00000183049
hs10929 ENSG00000112333
hs6171 ENSG00000150510
hs6170 ENSG00000124157
hs10924 ENSG00000127533
hs10925 ENSG00000174059
hs10926 ENSG00000149657 CAC36008.1
hs10927 ENSG00000159208
hs10920 ENSG00000158710
hs10921 ENSG00000188404
hs6179 ENSG00000154803
hs10923 ENSG00000178074
hs3527 ENSG00000120328
hs3526 ENSG00000131374
hs3525 NP_877952.1
hs3524 ENSG00000175004
hs3523 ENSG00000113205
hs3522 ENSG00000069329
hs3521 ENSG00000175497
hs3520 ENSG00000140937
hs3529 ENSG00000163798
hs3528 ENSG00000140795
hs11349 ENSG00000171497 NP_005029.1
hs11348 ENSG00000164604
hs11343 ENSG00000164063
hs11342 ENSG00000163827
hs11341 ENSG00000163435
hs11340 ENSG00000103034
hs11347 ENSG00000169902
hs11346 DIP:555N
hs11345 AAH13300.2
hs11344 CAB93982.1
hs10696 ENSG00000006007
hs10697 ENSG00000109943
hs10694 ENSG00000108828
hs10695 ENSG00000167543
hs10692 ENSG00000142102
hs10693 ENSG00000184860
hs10690 ENSG00000182487 DIP:126N ENSG00000165178 ENSG00000158517
hs10691 ENSG00000189206
hs10698 ENSG00000067829
hs10699 ENSG00000158104
hs14339 DIP:178N ENSG00000118971
hs14338 AAB60333.1
hs14335 ENSG00000104872
hs14334 ENSG00000171953
hs14337 NP_078899.1
hs14336 ENSG00000182758
hs14331 ENSG00000086730
hs14330 ENSG00000116035
hs14333 ENSG00000183214
hs14332 ENSG00000100249
hs1961 ENSG00000092421
hs1960 ENSG00000147488
hs1963 ENSG00000167173
hs1962 ENSG00000159899
hs1965 ENSG00000054793
hs1964 ENSG00000092201
hs1967 ENSG00000147162
hs1966 ENSG00000198700
