co702 rt428
co6057 rt12911
co1099 rt3203
co5561 rt8550
co14351 rt700
co14351 rt5616
co2703 rt5931
co4217 rt5931
co12881 rt1255
co11312 rt401
co10261 rt7432
co6216 rt15432
co2384 rt8040
co2384 rt14097
co820 rt10576
co1456 rt2604
co7964 rt5369
co1941 rt8164
co3326 rt592
co10338 rt10687
co2125 rt860
co8092 rt4446
co8970 rt8367
co9370 rt7975
co1715 rt3270
co419 rt3849
co7390 rt1546
co13130 rt1546
co8825 rt5388
co6757 rt1774
co9923 rt1839
co13789 rt12542
co13789 rt15123
co9767 rt5755
co9767 rt9706
co3062 rt5251
co2367 rt5421
co1533 rt1302
co3157 rt11963
co10855 rt5604
co7884 rt15348
co12638 rt10271
co2164 rt1902
co1464 rt48
co11335 rt9432
co11349 rt12907
co8250 rt242
co3741 rt6764
co10752 rt1716
co12108 rt3161
co14639 rt13036
co12237 rt5268
co11092 rt3347
co6887 rt9251
co9180 rt8740
co1033 rt9207
co10539 rt14241
co10539 rt15726
co2323 rt7735
co3527 rt11847
co560 rt13944
co13928 rt6110
co8956 rt5448
co1777 rt10156
co1990 rt4895
co14532 rt14560
co3764 rt10897
co11696 rt13320
co10421 rt6671
co10421 rt10839
co10457 rt4742
co1437 rt13375
co4293 rt2669
co7791 rt762
co10613 rt5262
co10613 rt7209
co4598 rt5274
co13223 rt4473
co10621 rt6459
co1266 rt15075
co6505 rt9777
co729 rt8253
co729 rt14893
co628 rt4933
co3402 rt10163
co9904 rt12010
co4928 rt2011
co13622 rt503
co781 rt10096
co7543 rt6902
co2213 rt10410
co7910 rt1670
co5793 rt534
co2134 rt3373
co9319 rt9854
co1086 rt219
co14199 rt8789
co3345 rt4985
co11206 rt2790
co11206 rt14643
co1463 rt1948
co8902 rt4359
co3322 rt10762
co14100 rt7877
co10832 rt680
co10832 rt1015
co10832 rt3421
co10832 rt11366
co10832 rt15408
co11827 rt7542
co9210 rt3456
co585 rt10587
co10224 rt13584
co10242 rt8390
co12930 rt6462
co8672 rt8171
co9849 rt8653
co9849 rt9681
co2729 rt3876
co4433 rt14123
co318 rt11354
co82 rt6399
co5458 rt2400
co1247 rt3671
co2815 rt7928
co4793 rt8240
co4028 rt8263
co6640 rt8263
co5147 rt8011
co11887 rt6839
co6472 rt9868
co12176 rt9868
co2811 rt6496
co5822 rt1113
co7857 rt5438
co13336 rt5438
co12199 rt10007
co14050 rt4022
co14050 rt13447
co1101 rt1853
co5690 rt6243
co2331 rt3693
co9745 rt809
co5739 rt1834
co2538 rt1439
co2674 rt2010
co5096 rt10750
co4543 rt15414
co5364 rt8697
co2442 rt1678
co6928 rt11274
co6928 rt14681
co9101 rt6711
co10262 rt10790
co14222 rt6716
co2532 rt7164
co2532 rt15059
co9603 rt3267
co536 rt7047
co11322 rt6587
co11322 rt7026
co11652 rt252
co11200 rt8654
co6594 rt3768
co3738 rt9138
co3738 rt11013
co8076 rt4481
co1201 rt6787
co1201 rt7403
co3645 rt4398
co10834 rt2644
co5963 rt5046
co5963 rt14336
co14751 rt5046
co14751 rt14336
co6179 rt670
co11492 rt4988
co9282 rt10383
co405 rt7618
co7952 rt6807
co14646 rt2534
co10819 rt595
co2113 rt4866
co8446 rt8317
co6788 rt12765
co4063 rt4691
co123 rt3794
co2668 rt3794
co12416 rt3794
co12996 rt3794
co1842 rt10869
co1558 rt4389
co6120 rt15723
co1621 rt5688
co14273 rt10386
co246 rt2492
co246 rt15584
co12810 rt5465
co13782 rt7474
co1262 rt8553
co5618 rt5561
co1520 rt7263
co6411 rt1413
co11794 rt6195
co11794 rt10744
co11794 rt14356
co6436 rt5932
co6436 rt13490
co5712 rt1713
co5708 rt3333
co8584 rt7095
co13467 rt7095
co5707 rt3006
co9291 rt4903
co9291 rt11807
co9224 rt1859
co9224 rt11017
co9221 rt13482
co5413 rt4105
co12171 rt3289
co1864 rt465
co6783 rt9768
co14405 rt2180
co10517 rt405
co10517 rt9577
co8681 rt12531
co10240 rt5167
co6126 rt511
co7261 rt12680
co6683 rt4436
co12195 rt8865
co4805 rt664
co13270 rt907
co13270 rt4804
co9479 rt3534
co4636 rt8270
co6237 rt15415
co14571 rt14102
co4902 rt1373
co7800 rt1373
co9244 rt7397
co11673 rt13242
co9518 rt9475
co1575 rt9705
co2018 rt9176
co7897 rt4371
co6229 rt4412
co6229 rt8545
co6189 rt8511
co5699 rt8355
co12835 rt645
co5299 rt11256
co10416 rt12104
co5050 rt2594
co3535 rt6945
co5910 rt4943
co13373 rt4703
co13857 rt6912
co10634 rt6594
co2848 rt10910
co11254 rt943
co3600 rt7286
co761 rt4206
co761 rt13006
co9854 rt6770
co8471 rt4797
co157 rt5032
co157 rt13191
co157 rt13202
co13752 rt12203
co10865 rt13297
co2245 rt9751
co11474 rt15158
co11939 rt5200
co9429 rt2349
co11129 rt8083
co248 rt11534
co10269 rt1406
co10398 rt7214
co6195 rt6998
co7339 rt5870
co7339 rt7011
co7339 rt14229
co14522 rt3714
co8192 rt11175
co12512 rt11175
co8067 rt588
co8278 rt5074
co12230 rt3879
co12332 rt9133
co11529 rt5155
co14326 rt4682
co7213 rt2554
co1325 rt4272
co10206 rt12799
co11298 rt12864
co1548 rt7190
co14423 rt3641
co12005 rt3113
co7552 rt15391
co2460 rt11676
co5567 rt13218
co10912 rt10814
co9005 rt14964
co379 rt5089
co3019 rt10431
co6275 rt3329
co2339 rt8095
co5885 rt3107
co6558 rt1365
co11194 rt11336
co12654 rt11336
co8219 rt6816
co1315 rt4816
co2980 rt9359
co3300 rt5381
co4069 rt8222
co2834 rt6779
co6109 rt9990
co4828 rt7467
co11067 rt6856
co11067 rt14653
co5460 rt7674
co5460 rt15491
co3074 rt8304
co9535 rt3057
co1354 rt1562
co6423 rt1254
co1495 rt3519
co11350 rt13732
co9954 rt9869
co7211 rt3712
co5048 rt9665
co11300 rt2068
co10659 rt1072
co10659 rt9114
co10659 rt10572
co13794 rt9067
co1258 rt9111
co11511 rt3764
co12846 rt6893
co8096 rt12521
co1316 rt11020
co9182 rt11020
co12559 rt11190
co11548 rt1221
co5384 rt4838
co2275 rt1867
co2275 rt5475
co2275 rt15079
co14690 rt6706
co2098 rt6667
co5376 rt3596
co5047 rt5187
co10437 rt1589
co10437 rt7388
co10437 rt10482
co6435 rt3973
co2534 rt7349
co11527 rt10463
co11527 rt13501
co13407 rt6009
co13407 rt14872
co9701 rt14989
co11858 rt2102
co5828 rt974
co4670 rt12915
co3051 rt1147
co3051 rt2619
co10963 rt10456
co5042 rt15269
co4863 rt840
co12759 rt6599
co715 rt789
co10348 rt789
co12351 rt8705
co9145 rt3018
co14721 rt8030
co9201 rt13762
co3800 rt2983
co5433 rt11689
co14016 rt10542
co802 rt234
co6378 rt14807
co12467 rt4772
co13510 rt10712
co8701 rt1151
co13382 rt10944
co4905 rt2976
co13711 rt5930
co10823 rt1120
co11339 rt1120
co13016 rt13616
co12967 rt6525
co8308 rt6526
co14072 rt4749
co12208 rt8353
co7425 rt10425
co11075 rt4431
co3924 rt1063
co7032 rt2257
co4785 rt2522
co4785 rt9856
co5523 rt13441
co8890 rt5216
co3106 rt6237
co8851 rt8599
co10210 rt8612
co8710 rt9638
co4228 rt348
co6707 rt348
co3393 rt7963
co7963 rt1759
co13102 rt6971
co13152 rt14364
co14386 rt5584
co9451 rt4350
co3711 rt2910
co896 rt8625
co2936 rt14784
co1296 rt8320
co4715 rt8320
co1088 rt13593
co12982 rt12019
co2394 rt502
co8600 rt1547
co6541 rt1242
co4943 rt13367
co5832 rt6872
co9521 rt4776
co1343 rt14978
co13163 rt2478
co1888 rt8606
co2389 rt2218
co2389 rt5884
co2389 rt7024
co2389 rt7734
co2389 rt11897
co6997 rt6933
co2830 rt1110
co7793 rt11952
co2718 rt5083
co5474 rt6231
co9847 rt247
co12339 rt247
co6118 rt15368
co6426 rt4887
co1576 rt12249
co1031 rt10778
co5198 rt2253
co11116 rt10182
co6874 rt7255
co7584 rt2059
co5158 rt1379
co2599 rt3565
co812 rt7383
co812 rt9172
co812 rt13419
co4751 rt3785
co12125 rt7908
co8891 rt13148
co4437 rt13799
co4236 rt1863
co3688 rt15710
co12954 rt15710
co13872 rt15710
co2759 rt321
co3219 rt2942
co1694 rt2063
co7788 rt5478
co7788 rt12123
co7322 rt2960
co5253 rt11898
co5735 rt14518
co8873 rt1971
co9504 rt5036
co3975 rt1721
co1986 rt304
co1986 rt6520
co1986 rt6944
co1986 rt15666
co6035 rt7568
co6035 rt9840
co6687 rt3527
co8894 rt9757
co1614 rt7
co12669 rt12339
co6835 rt7980
co7262 rt10385
co12420 rt10893
co8730 rt1634
co6266 rt13658
co13047 rt2413
co8469 rt1615
co7945 rt1048
co10509 rt1048
co2640 rt608
co3564 rt5875
co3186 rt3313
co12472 rt15180
co6074 rt3741
co3776 rt13987
co5177 rt13987
co5447 rt13987
co7134 rt13987
co7880 rt13987
co8509 rt13987
co1951 rt3761
co10830 rt7341
co5544 rt8602
co10403 rt5964
co14433 rt5964
co4436 rt6497
co7582 rt2877
co11803 rt7574
co13348 rt14927
co4559 rt13585
co8015 rt766
co7747 rt12334
co12020 rt3837
co7908 rt2390
co5714 rt9378
co8080 rt9378
co10907 rt2491
co3489 rt14360
co10844 rt4464
co14430 rt4464
co3870 rt13622
co659 rt3602
co659 rt5709
co11638 rt5313
co3881 rt462
co10661 rt3027
co11996 rt7025
co8918 rt949
co12756 rt965
co11373 rt248
co9914 rt9710
co5372 rt9966
co2352 rt11066
co2570 rt173
co12216 rt10164
co9784 rt4981
co9179 rt7550
co525 rt4106
co564 rt12568
co14008 rt169
co3168 rt3975
co8146 rt3939
co11061 rt9060
co11061 rt11732
co12042 rt4502
co2956 rt5278
co13248 rt297
co12631 rt7802
co13642 rt5676
co14587 rt3068
co2430 rt8728
co2430 rt10873
co10307 rt4200
co12287 rt7237
co13626 rt6035
co1351 rt276
co1351 rt6583
co5064 rt2340
co3131 rt8996
co10757 rt11739
co10059 rt7046
co6146 rt5781
co6146 rt6785
co4496 rt12386
co4496 rt12857
co6396 rt1212
co12643 rt6533
co518 rt3213
co13775 rt10501
co11613 rt7151
co12135 rt7151
co5337 rt14484
co5902 rt8825
co5916 rt2244
co8761 rt13374
co2483 rt1215
co7096 rt5518
co3424 rt4872
co5107 rt6697
co5784 rt8078
co9721 rt113
co9567 rt12438
co6367 rt2321
co3181 rt14765
co8617 rt10540
co8617 rt13465
co3625 rt11140
co6562 rt7609
co6562 rt11660
co2907 rt12550
co1779 rt1106
co2539 rt698
co9759 rt15170
co13189 rt9481
co9029 rt6477
co9029 rt14002
co13600 rt3210
co13982 rt6360
co6332 rt5166
co5844 rt769
co752 rt2590
co4240 rt3378
co1561 rt2125
co10407 rt5887
co13974 rt3696
co11941 rt7077
co11941 rt8535
co8048 rt4965
co13349 rt8911
co3922 rt2360
co4954 rt5460
co8275 rt1637
co9383 rt2870
co14338 rt15671
co2624 rt6270
co4758 rt2142
co14140 rt3119
co428 rt8145
co12101 rt5521
co13309 rt5521
co740 rt6362
co3677 rt6067
co9916 rt1832
co3795 rt5947
co3795 rt8354
co8839 rt13687
co10234 rt9010
co10411 rt13850
co14319 rt3661
co4048 rt5322
co5926 rt3593
co5926 rt8966
co9613 rt2410
co9943 rt6918
co14156 rt6918
co6182 rt2569
co12635 rt9420
co1374 rt1856
co1374 rt9043
co1374 rt10549
co1374 rt13746
co1374 rt14703
co2857 rt4057
co4868 rt14857
co7631 rt5574
co7546 rt14409
co13055 rt1008
co13055 rt8934
co13055 rt10126
co3813 rt13471
co3813 rt14099
co3503 rt13472
co7644 rt2651
co1540 rt11405
co1540 rt14194
co11360 rt11330
co426 rt4190
co3484 rt4190
co1981 rt4509
co9288 rt13289
co7553 rt60
co1584 rt3699
co13082 rt4775
co3264 rt4883
co1421 rt5411
co9097 rt7649
co8242 rt15099
co6504 rt5622
co12927 rt5141
co1185 rt5962
co9489 rt5962
co7522 rt2859
co7522 rt14331
co11082 rt6845
co13621 rt13381
co7257 rt8347
co425 rt3581
co12696 rt3581
co7450 rt15728
co5743 rt15370
co222 rt14289
co13758 rt274
co10185 rt238
co10185 rt2567
co10185 rt8584
co13569 rt13852
co14173 rt2217
co6258 rt5393
co12225 rt15011
co665 rt13612
co7819 rt10755
co1369 rt11333
co12600 rt979
co1552 rt8422
co10201 rt5080
co14257 rt11681
co6128 rt3275
co11244 rt10764
co6821 rt540
co8359 rt4037
co11791 rt13699
co7455 rt539
co13250 rt14644
co11579 rt7897
co9653 rt11749
co557 rt4380
co9675 rt2414
co7299 rt7637
co12596 rt12057
co1065 rt3664
co10273 rt9927
co2445 rt368
co2667 rt8649
co4736 rt7562
co14000 rt12926
co10455 rt5516
co6812 rt11993
co12226 rt4110
co1102 rt689
co1541 rt9131
co5785 rt9753
co1849 rt4809
co2108 rt4809
co3022 rt4809
co8210 rt6141
co1568 rt12889
co11647 rt9625
co6040 rt4879
co13207 rt13990
co5863 rt5177
co5863 rt10536
co11741 rt6280
co11418 rt11489
co6487 rt8596
co2944 rt5628
co4890 rt12006
co2592 rt8527
co5767 rt15521
co5133 rt10252
co5487 rt3438
co3103 rt2135
co11590 rt1519
co12200 rt538
co1144 rt7264
co1032 rt2077
co1359 rt15334
co9730 rt6117
co10176 rt11223
co10710 rt9763
co4907 rt10715
co11366 rt14954
co10845 rt7231
co6010 rt1388
co4533 rt6576
co1803 rt2999
co765 rt8368
co9477 rt5811
co9608 rt9928
co12679 rt10669
co9729 rt9719
co11065 rt9719
co4752 rt446
co975 rt7062
co975 rt10951
co777 rt15485
co8883 rt982
co11884 rt8021
co7340 rt7602
co10627 rt10241
co10627 rt14457
co13338 rt3297
co8324 rt1143
co11489 rt8516
co9709 rt34
co2150 rt3153
co12588 rt2274
co3675 rt641
co8398 rt4787
co4423 rt5657
co7676 rt5657
co2738 rt9242
co5350 rt1267
co11029 rt14282
co6339 rt3323
co14033 rt9707
co14578 rt5059
co1843 rt15482
co9175 rt15482
co11309 rt4563
co9110 rt7783
co8043 rt11539
co1080 rt1766
co6639 rt14363
co3405 rt2779
co1488 rt1544
co1488 rt13474
co10643 rt2871
co13945 rt4599
co11465 rt3399
co11014 rt3499
co3572 rt7423
co7033 rt10817
co10895 rt8692
co94 rt7999
co3963 rt7137
co7330 rt11835
co7387 rt11835
co11557 rt11835
co12209 rt11835
co13277 rt11528
co1547 rt7364
co1835 rt5174
co1835 rt8482
co8524 rt1667
co8524 rt10162
co5145 rt7146
co13058 rt4258
co8296 rt13445
co9611 rt445
co10701 rt9267
co1744 rt6680
co1744 rt10432
co7097 rt7767
co7097 rt12685
co11593 rt7978
co11593 rt12522
co3697 rt2789
co11735 rt3873
co3202 rt11670
co3038 rt2115
co3038 rt7298
co3482 rt1995
co7866 rt13057
co10254 rt14922
co11161 rt3015
co7203 rt8325
co5075 rt13580
co7163 rt9284
co14701 rt1202
co4725 rt5895
co4725 rt15119
co5662 rt5263
co1623 rt4276
co5630 rt1888
co5640 rt11290
co14557 rt1848
co4966 rt14265
co5657 rt494
co9241 rt1654
co13984 rt1654
co1255 rt1686
co5311 rt13806
co12284 rt1704
co4356 rt3284
co1693 rt12577
co3321 rt9536
co6151 rt4555
co10141 rt4016
co4311 rt15046
co8876 rt15046
co13342 rt11916
co4018 rt10949
co2355 rt8618
co2060 rt3688
co2310 rt8142
co2310 rt8582
co6881 rt12878
co13940 rt1643
co2073 rt10999
co6939 rt4854
co7410 rt5480
co8520 rt6754
co3811 rt4423
co4259 rt5686
co3 rt10282
co3031 rt10282
co11835 rt9776
co1104 rt3656
co13182 rt10333
co1234 rt4407
co10050 rt2878
co9710 rt5341
co3314 rt551
co10603 rt8037
co10603 rt10092
co12401 rt4672
co12401 rt7942
co6670 rt7923
co9154 rt4688
co8935 rt9358
co8886 rt14348
co4231 rt10745
co7337 rt12294
co14035 rt2000
co2088 rt7394
co4062 rt486
co7961 rt3877
co535 rt3480
co8834 rt12948
co2343 rt1594
co6712 rt5955
co9057 rt3138
co9057 rt6518
co9057 rt9247
co9642 rt5019
co9642 rt12637
co256 rt7862
co359 rt2007
co2743 rt8585
co5012 rt7404
co5012 rt10172
co10793 rt7744
co5104 rt848
co7377 rt10115
co6960 rt5925
co3882 rt1767
co3882 rt15510
co4979 rt13056
co13229 rt3708
co13227 rt13336
co9825 rt9286
co4989 rt15580
co4099 rt13477
co5950 rt6958
co6500 rt14280
co1055 rt3041
co11442 rt2949
co11442 rt8541
co11442 rt9948
co12403 rt5651
co645 rt3245
co9425 rt3326
co764 rt11492
co5307 rt3595
co5307 rt9798
co5667 rt5267
co13904 rt1076
co3604 rt611
co9456 rt4482
co3361 rt3557
co793 rt11047
co7305 rt4608
co7305 rt8947
co1722 rt11119
co4239 rt13013
co5207 rt1656
co5207 rt7781
co2708 rt13424
co11447 rt15698
co4797 rt13639
co7158 rt1142
co14383 rt3680
co3768 rt1579
co10899 rt204
co3385 rt2848
co11025 rt7896
co11025 rt13200
co6026 rt9821
co12557 rt6682
co5087 rt3034
co5087 rt4034
co5087 rt14039
co12686 rt8341
co10113 rt2345
co8061 rt3448
co8061 rt11634
co8061 rt11852
co8061 rt14191
co13990 rt13071
co110 rt12233
co1479 rt5499
co4537 rt5290
co12441 rt5290
co1930 rt4503
co11645 rt13888
co13040 rt14474
co13040 rt15357
co13040 rt15459
co11223 rt10789
co10929 rt9076
co13670 rt3437
co8338 rt343
co7629 rt544
co7629 rt3906
co7629 rt10559
co7629 rt14960
co7629 rt15235
co186 rt5224
co6597 rt11117
co6597 rt12698
co6597 rt13214
co12492 rt972
co4709 rt9414
co4709 rt12089
co9715 rt9316
co9715 rt10161
co13177 rt12562
co13447 rt3381
co5090 rt154
co8858 rt2640
co11806 rt8695
co11806 rt13496
co5783 rt439
co5783 rt5434
co12837 rt7478
co4166 rt6256
co10778 rt6393
co446 rt3553
co2826 rt11814
co992 rt5872
co3863 rt7943
co3863 rt8509
co6347 rt2259
co9248 rt2259
co9572 rt13701
co12728 rt3236
co2248 rt14916
co2904 rt8455
co2904 rt10630
co2904 rt11154
co10110 rt3737
co5757 rt8131
co4705 rt5462
co371 rt115
co2662 rt8578
co8670 rt8704
co10714 rt70
co14409 rt6528
co14409 rt11316
co786 rt6941
co10038 rt14456
co8983 rt1998
co3686 rt13795
co10807 rt6089
co3832 rt5696
co11726 rt5696
co3329 rt685
co7645 rt8010
co6955 rt4403
co5769 rt1196
co10245 rt6554
co1932 rt9525
co4100 rt6976
co2569 rt6832
co10604 rt6832
co5345 rt937
co1267 rt1318
co11619 rt3646
co5506 rt1473
co5564 rt9183
co2398 rt11359
co14414 rt9469
co2422 rt4364
co12018 rt1128
co12018 rt6103
co4766 rt5898
co9724 rt1997
co1636 rt7992
co12917 rt8575
co6056 rt12433
co2505 rt54
co1910 rt8380
co9264 rt126
co12259 rt3540
co2974 rt1875
co5629 rt10689
co3234 rt45
co4650 rt14250
co9220 rt672
co9884 rt3440
co7161 rt2403
co6270 rt10899
co9426 rt10899
co13792 rt3541
co8205 rt10120
co4830 rt8613
co1218 rt7380
co12458 rt4224
co13482 rt8955
co13482 rt8978
co3158 rt10891
co3689 rt8376
co1486 rt9924
co1486 rt12430
co69 rt9623
co1629 rt8286
co6861 rt8414
co4717 rt7601
co4717 rt10988
co4173 rt8023
co4173 rt12849
co541 rt12066
co541 rt14264
co10863 rt6746
co1826 rt6629
co10762 rt5085
co9286 rt6187
co12658 rt8546
co10500 rt15083
co13763 rt1783
co6460 rt9062
co8499 rt7225
co4778 rt5713
co5724 rt8397
co5724 rt14561
co1677 rt10114
co2448 rt4878
co7625 rt532
co7143 rt15087
co3578 rt9461
co11618 rt9376
co2068 rt2272
co2068 rt10324
co11184 rt13543
co12939 rt14665
co5153 rt9451
co12545 rt1292
co3249 rt8719
co3249 rt15680
co1887 rt9986
co5321 rt4116
co2561 rt6486
co3342 rt6486
co1680 rt9767
co1447 rt11471
co2890 rt733
co3146 rt12105
co2257 rt2078
co5645 rt11355
co6519 rt5131
co8482 rt5419
co8345 rt11202
co4975 rt7835
co3344 rt1145
co11525 rt66
co8282 rt8432
co8512 rt8432
co12452 rt12826
co2466 rt3089
co7444 rt7733
co13994 rt4982
co221 rt426
co221 rt1806
co221 rt7006
co221 rt10099
co11248 rt1542
co12952 rt1653
co2388 rt9938
co2388 rt11686
co2388 rt14008
co14074 rt2638
co6782 rt4969
co12527 rt7427
co12981 rt5323
co12981 rt5349
co4426 rt11998
co9908 rt3461
co5414 rt427
co5414 rt4252
co7138 rt10934
co7138 rt11909
co7485 rt15215
co571 rt5797
co2794 rt8690
co2474 rt6932
co5282 rt2409
co10443 rt10046
co4747 rt7226
co4747 rt12366
co12649 rt11523
co2927 rt11996
co6284 rt11996
co3626 rt6205
co3161 rt15626
co9200 rt4706
co6599 rt7439
co6599 rt10437
co8450 rt8673
co12133 rt10787
co1169 rt5581
co7411 rt4239
co1476 rt14025
co5445 rt14504
co8634 rt2900
co2665 rt9480
co10267 rt14599
co10125 rt13709
co2404 rt5710
co12389 rt1617
co1164 rt2156
co1164 rt6334
co1164 rt15164
co162 rt3808
co327 rt4747
co14349 rt9075
co12244 rt2765
co11785 rt2331
co260 rt12535
co134 rt8921
co5432 rt15716
co5605 rt15716
co10828 rt12281
co88 rt15571
co10187 rt141
co10187 rt14267
co7825 rt3635
co3537 rt10389
co9 rt3126
co13213 rt10375
co2126 rt7459
co5203 rt6191
co11812 rt2334
co9821 rt5996
co4441 rt5853
co9470 rt5853
co8704 rt5630
co13629 rt5630
co10115 rt349
co2509 rt4713
co12784 rt4130
co11823 rt15050
co2378 rt35
co14546 rt42
co6183 rt8800
co6183 rt10735
co1735 rt4811
co11163 rt10477
co9802 rt9929
co14393 rt3610
co14725 rt15389
co14200 rt8893
co2812 rt1303
co2812 rt1390
co12131 rt6004
co12131 rt15654
co8643 rt7327
co8643 rt8243
co3885 rt1564
co3885 rt3176
co3885 rt8829
co6235 rt15195
co10389 rt7664
co4558 rt5509
co7936 rt15001
co6020 rt2967
co8361 rt13269
co3142 rt11573
co8716 rt1722
co66 rt2319
co9415 rt2319
co11766 rt5353
co14390 rt1534
co11615 rt11094
co11615 rt14503
co13210 rt7329
co8404 rt5061
co7852 rt5038
co7852 rt10799
co7852 rt13113
co7852 rt14515
co5626 rt12651
co2940 rt9678
co11430 rt13130
co989 rt1171
co11846 rt12060
co10202 rt7505
co10202 rt15668
co3382 rt5729
co14493 rt1958
co14493 rt9827
co3873 rt15536
co13625 rt11613
co4124 rt13325
co6793 rt5934
co9072 rt1865
co14467 rt7663
co4994 rt5127
co4994 rt8152
co11282 rt2463
co4438 rt14958
co9406 rt2729
co2396 rt3902
co2396 rt12621
co2649 rt11034
co3169 rt513
co11325 rt14059
co11325 rt15673
co3137 rt4017
co2033 rt11571
co9646 rt11785
co9744 rt3466
co5563 rt3123
co14122 rt11662
co4728 rt7456
co3544 rt3655
co7510 rt409
co7510 rt1536
co9782 rt7843
co6966 rt5182
co6966 rt11796
co533 rt1735
co12753 rt7258
co9439 rt9851
co4807 rt8448
co7037 rt5792
co7037 rt8764
co13199 rt5792
co13199 rt8764
co4410 rt2408
co4410 rt15609
co14761 rt2408
co14761 rt15609
co7739 rt5416
co2160 rt7543
co12905 rt13885
co701 rt2275
co4255 rt4990
co4247 rt6109
co9293 rt4332
co9293 rt5520
co9330 rt5939
co8807 rt1650
co2973 rt4340
co784 rt12804
co4128 rt12804
co4261 rt1296
co4261 rt6758
co4771 rt2637
co6996 rt12117
co7416 rt12117
co5390 rt10041
co4910 rt2558
co10418 rt5473
co10418 rt15233
co11355 rt8214
co14562 rt12343
co14337 rt11445
co12594 rt12641
co11353 rt10035
co3480 rt6031
co9472 rt7283
co3731 rt9630
co12869 rt12363
co1259 rt1529
co1454 rt1529
co1473 rt1529
co3603 rt1529
co3767 rt1529
co7219 rt1529
co10027 rt1529
co13112 rt1627
co1006 rt2124
co14626 rt12050
co2282 rt475
co11592 rt10529
co3629 rt63
co9358 rt2749
co7126 rt7798
co8532 rt9500
co9583 rt8843
co9547 rt264
co9867 rt3457
co2103 rt12471
co7812 rt8426
co12568 rt7632
co5142 rt9640
co11262 rt15280
co6825 rt9601
co6212 rt11046
co1322 rt5192
co9936 rt15212
co2090 rt3462
co6611 rt744
co10140 rt8231
co7521 rt5108
co5106 rt4725
co5151 rt14815
co12663 rt631
co12663 rt13085
co5715 rt2826
co378 rt5768
co13268 rt1750
co7762 rt12484
co6719 rt5176
co6719 rt15636
co10884 rt9292
co12786 rt14210
co12298 rt8319
co4132 rt13862
co10204 rt11409
co6363 rt12781
co3515 rt5658
co5847 rt5658
co996 rt11419
co5648 rt1815
co5648 rt3108
co5439 rt14072
co3261 rt8543
co4439 rt7662
co8583 rt7662
co5802 rt1736
co9903 rt1186
co7358 rt9329
co1638 rt11423
co1638 rt12973
co1638 rt15476
co1948 rt5553
co9102 rt13153
co4539 rt9023
co8707 rt7116
co5014 rt10200
co5014 rt10765
co862 rt3357
co1807 rt4275
co6675 rt1204
co13669 rt11023
co4101 rt7706
co3937 rt7549
co2550 rt5118
co12582 rt5118
co1081 rt3900
co2369 rt4639
co6247 rt6261
co13754 rt13724
co13754 rt14919
co5441 rt13300
co4195 rt9780
co7781 rt12246
co6672 rt5068
co5639 rt8862
co5639 rt14460
co8766 rt8862
co8766 rt14460
co11612 rt5116
co7047 rt6262
co5974 rt504
co4174 rt9836
co7850 rt9836
co12733 rt5144
co13278 rt12976
co7921 rt10097
co7343 rt12029
co1805 rt14491
co2347 rt6325
co13101 rt12437
co5320 rt8189
co6902 rt1253
co9453 rt1253
co7460 rt11976
co13473 rt11976
co573 rt6566
co2484 rt6097
co11266 rt6097
co14316 rt5506
co7541 rt3072
co2047 rt420
co4279 rt9174
co2636 rt2145
co10861 rt6283
co10861 rt15309
co12577 rt2278
co12577 rt15610
co2344 rt12970
co10857 rt8569
co10857 rt10415
co5638 rt11485
co12393 rt1183
co9501 rt1957
co9501 rt5656
co9501 rt15076
co10447 rt14544
co10447 rt15529
co12324 rt8333
co6493 rt11237
co3247 rt3140
co13952 rt4847
co14782 rt4847
co1001 rt13965
co13846 rt14529
co12838 rt4245
co8270 rt14742
co10546 rt11338
co8931 rt7710
co1933 rt512
co5864 rt512
co9104 rt3790
co9956 rt3790
co7581 rt3511
co7581 rt13127
co7581 rt15218
co12067 rt699
co12505 rt11783
co13051 rt14903
co3152 rt10597
co9238 rt2288
co13260 rt12347
co5356 rt1077
co5816 rt6950
co5816 rt7471
co5816 rt10904
co11037 rt4649
co3888 rt5152
co440 rt14482
co6166 rt5730
co10682 rt14477
co6084 rt10382
co4152 rt9792
co6959 rt5569
co6959 rt10729
co6959 rt11606
co3847 rt1970
co6143 rt14548
co12530 rt6160
co12530 rt14810
co6656 rt3979
co8247 rt2702
co8247 rt7113
co7588 rt12965
co7588 rt15656
co3967 rt8756
co9050 rt14947
co10034 rt2104
co14348 rt4950
co5543 rt520
co6205 rt12141
co13722 rt2289
co10891 rt14325
co2774 rt481
co7496 rt758
co6731 rt959
co9391 rt15659
co14630 rt15270
co9121 rt6684
co2905 rt4101
co12723 rt15590
co4544 rt13313
co3228 rt4835
co3228 rt6253
co3228 rt14874
co3228 rt15072
co3228 rt15445
co11605 rt3847
co9206 rt9786
co8432 rt763
co8432 rt4541
co8432 rt4961
co8432 rt5978
co9405 rt2948
co3734 rt3640
co3734 rt11506
co6415 rt4712
co350 rt707
co12490 rt2557
co14483 rt7200
co14483 rt9838
co6336 rt3842
co2277 rt13090
co7718 rt2701
co7718 rt7578
co367 rt8924
co3312 rt6445
co8035 rt6302
co8035 rt9022
co8035 rt13932
co1794 rt4584
co13457 rt5490
co10647 rt3792
co4926 rt4219
co1565 rt14686
co7925 rt4462
